role,filename,sr,channels,subtype,duration,frames,min,max,max_abs,rms,dc_offset,nan,inf,near_silent,n_samples_near_fullscale,max_consecutive_run_near_fullscale
HS,F_AF_A.wav,4000,1,PCM_16,15.0,60000,-0.020782470703125,0.024871826171875,0.024871826171875,0.001814710332100755,1.9480387369791668e-07,False,False,False,0,0
HS,F_AF_LUSB.wav,4000,1,PCM_16,15.0,60000,-0.033416748046875,0.01788330078125,0.033416748046875,0.003145059465682781,-6.2408447265625e-07,False,False,False,0,0
HS,F_ESM_LLSB.wav,4000,1,PCM_16,15.0,60000,-0.025482177734375,0.0308837890625,0.0308837890625,0.004334508784710337,-9.394327799479166e-07,False,False,False,0,0
HS,F_ESM_LUSB.wav,4000,1,PCM_16,15.0,60000,-0.066619873046875,0.07470703125,0.07470703125,0.004594630079239463,-5.320231119791667e-06,False,False,False,0,0
HS,F_ESM_RUSB.wav,4000,1,PCM_16,15.0,60000,-0.01666259765625,0.017486572265625,0.017486572265625,0.0021319869882481584,4.450480143229167e-07,False,False,False,0,0
HS,F_LDM_A.wav,4000,1,PCM_16,15.0,60000,-0.02752685546875,0.025360107421875,0.02752685546875,0.0034570137367415563,7.1563720703125e-07,False,False,False,0,0
HS,F_LDM_LLSB.wav,4000,1,PCM_16,15.0,60000,-0.06158447265625,0.093353271484375,0.093353271484375,0.010931724023020914,3.6773681640625e-07,False,False,False,0,0
HS,F_LDM_LUSB.wav,4000,1,PCM_16,15.0,60000,-0.025543212890625,0.0247802734375,0.025543212890625,0.0032793514685661696,-6.317138671875e-07,False,False,False,0,0
HS,F_LSM_A.wav,4000,1,PCM_16,15.0,60000,-0.017059326171875,0.016265869140625,0.017059326171875,0.002364092709205854,3.2297770182291667e-07,False,False,False,0,0
HS,F_LSM_LLSB.wav,4000,1,PCM_16,15.0,60000,-0.033843994140625,0.03411865234375,0.03411865234375,0.0027185064845947314,8.214314778645833e-07,False,False,False,0,0
HS,F_LSM_LUSB.wav,4000,1,PCM_16,15.0,60000,-0.0311279296875,0.024627685546875,0.0311279296875,0.002685371242906746,1.7598470052083333e-07,False,False,False,0,0
HS,F_MSM_A.wav,4000,1,PCM_16,15.0,60000,-0.01080322265625,0.010894775390625,0.010894775390625,0.000926448424349174,4.7353108723958333e-07,False,False,False,0,0
HS,F_MSM_LLSB.wav,4000,1,PCM_16,15.0,60000,-0.0438232421875,0.045562744140625,0.045562744140625,0.004328699075229091,-6.159464518229167e-07,False,False,False,0,0
HS,F_MSM_LUSB.wav,4000,1,PCM_16,15.0,60000,-0.046966552734375,0.06134033203125,0.06134033203125,0.00418506939640742,-7.8277587890625e-07,False,False,False,0,0
HS,F_N_A.wav,4000,1,PCM_16,15.0,60000,-0.025177001953125,0.025054931640625,0.025177001953125,0.002420227505624187,-1.2339274088541667e-06,False,False,False,0,0
HS,F_N_LC.wav,4000,1,PCM_16,15.0,60000,-0.039825439453125,0.04632568359375,0.04632568359375,0.0028401830275748027,-4.6539306640625e-07,False,False,False,0,0
HS,F_N_LLSB.wav,4000,1,PCM_16,15.0,60000,-0.046142578125,0.0418701171875,0.046142578125,0.004329717616799386,1.2858072916666667e-06,False,False,False,0,0
HS,F_N_LUSB.wav,4000,1,PCM_16,15.0,60000,-0.04351806640625,0.040679931640625,0.04351806640625,0.00421318522571177,1.1698404947916667e-08,False,False,False,0,0
HS,F_N_RC.wav,4000,1,PCM_16,15.0,60000,-0.014892578125,0.013763427734375,0.014892578125,0.0011088841378212595,-2.288818359375e-08,False,False,False,0,0
HS,F_N_RUSB.wav,4000,1,PCM_16,15.0,60000,-0.052825927734375,0.046661376953125,0.052825927734375,0.006444664728722169,-1.1662801106770834e-06,False,False,False,0,0
HS,F_S3_A.wav,4000,1,PCM_16,15.0,60000,-0.019012451171875,0.03875732421875,0.03875732421875,0.0035601798553003727,5.711873372395833e-07,False,False,False,0,0
HS,F_S3_LC.wav,4000,1,PCM_16,15.0,60000,-0.027008056640625,0.021881103515625,0.027008056640625,0.0036223418350077815,1.3580322265625e-07,False,False,False,0,0
HS,F_S3_LLSB.wav,4000,1,PCM_16,15.0,60000,-0.068603515625,0.088592529296875,0.088592529296875,0.005640152687109814,-1.3987223307291666e-06,False,False,False,0,0
HS,F_S4_RC.wav,4000,1,PCM_16,15.0,60000,-0.00396728515625,0.00390625,0.00396728515625,0.0004981733142948168,-1.0630289713541667e-07,False,False,False,0,0
HS,F_T_A.wav,4000,1,PCM_16,15.0,60000,-0.01751708984375,0.013153076171875,0.01751708984375,0.0020803075948889653,-1.2385050455729166e-06,False,False,False,0,0
HS,F_T_RC.wav,4000,1,PCM_16,15.0,60000,-0.007659912109375,0.007781982421875,0.007781982421875,0.0013109812142317158,-3.163655598958333e-07,False,False,False,0,0
HS,M_AF_LC.wav,4000,1,PCM_16,15.0,60000,-0.042633056640625,0.03857421875,0.042633056640625,0.0056013810420117984,2.0345052083333333e-08,False,False,False,0,0
HS,M_AF_RUSB.wav,4000,1,PCM_16,15.0,60000,-0.04547119140625,0.041351318359375,0.04547119140625,0.003958281736419297,-1.9175211588541667e-07,False,False,False,0,0
HS,M_AVB_A.wav,4000,1,PCM_16,15.0,60000,-0.0225830078125,0.03369140625,0.03369140625,0.004569159429200624,-1.22528076171875e-06,False,False,False,0,0
HS,M_AVB_LLSB.wav,4000,1,PCM_16,15.0,60000,-0.03570556640625,0.0347900390625,0.03570556640625,0.005070767689515646,-1.91192626953125e-06,False,False,False,0,0
HS,M_AVB_RC.wav,4000,1,PCM_16,15.0,60000,-0.092864990234375,0.09161376953125,0.092864990234375,0.0018986240401279706,-2.13623046875e-08,False,False,False,0,0
HS,M_ESM_A.wav,4000,1,PCM_16,15.0,60000,-0.0196533203125,0.01837158203125,0.0196533203125,0.004269714157340424,-9.546915690104168e-07,False,False,False,0,0
HS,M_ESM_LUSB.wav,4000,1,PCM_16,15.0,60000,-0.066192626953125,0.05853271484375,0.066192626953125,0.0030663368977562264,-2.3040771484375e-07,False,False,False,0,0
HS,M_ESM_RUSB.wav,4000,1,PCM_16,15.0,60000,-0.114013671875,0.094573974609375,0.114013671875,0.0055973151183550795,-2.021280924479167e-06,False,False,False,0,0
HS,M_LDM_LC.wav,4000,1,PCM_16,15.0,60000,-0.026947021484375,0.01641845703125,0.026947021484375,0.0031053174879714734,-8.249918619791667e-07,False,False,False,0,0
HS,M_LDM_LLSB.wav,4000,1,PCM_16,15.0,60000,-0.046051025390625,0.0401611328125,0.046051025390625,0.0048637225357474655,2.899169921875e-08,False,False,False,0,0
HS,M_LDM_LUSB.wav,4000,1,PCM_16,15.0,60000,-0.027191162109375,0.027069091796875,0.027191162109375,0.0029896785833958407,1.5019734700520833e-06,False,False,False,0,0
HS,M_LSM_LUSB.wav,4000,1,PCM_16,15.0,60000,-0.077239990234375,0.0814208984375,0.0814208984375,0.0045123949841144794,-1.4597574869791666e-07,False,False,False,0,0
HS,M_LSM_RUSB.wav,4000,1,PCM_16,15.0,60000,-0.021331787109375,0.01727294921875,0.021331787109375,0.0018266332055532023,-1.6123453776041667e-07,False,False,False,0,0
HS,M_MSM_A.wav,4000,1,PCM_16,15.0,60000,-0.012115478515625,0.013580322265625,0.013580322265625,0.002079631734388637,7.0037841796875e-07,False,False,False,0,0
HS,M_MSM_LUSB.wav,4000,1,PCM_16,15.0,60000,-0.026611328125,0.02764892578125,0.02764892578125,0.0021152043884960317,9.613037109375e-07,False,False,False,0,0
HS,M_MSM_RC.wav,4000,1,PCM_16,15.0,60000,-0.029296875,0.026336669921875,0.029296875,0.0022232780052013662,-1.6530354817708334e-07,False,False,False,0,0
HS,M_MSM_RUSB.wav,4000,1,PCM_16,15.0,60000,-0.03411865234375,0.032928466796875,0.03411865234375,0.0032222042392894266,5.92041015625e-07,False,False,False,0,0
HS,M_N_LC.wav,4000,1,PCM_16,15.0,60000,-0.011749267578125,0.01348876953125,0.01348876953125,0.0015558447614148392,1.8157958984375e-07,False,False,False,0,0
HS,M_N_LLSB.wav,4000,1,PCM_16,15.0,60000,-0.03173828125,0.03277587890625,0.03277587890625,0.004865729814783506,5.055745442708333e-07,False,False,False,0,0
HS,M_N_RUSB.wav,4000,1,PCM_16,15.0,60000,-0.095672607421875,0.1109619140625,0.1109619140625,0.006121054034285814,-9.984334309895833e-07,False,False,False,0,0
HS,M_S3_LLSB.wav,4000,1,PCM_16,15.0,60000,-0.086181640625,0.091094970703125,0.091094970703125,0.01337161972428765,-2.2379557291666667e-08,False,False,False,0,0
HS,M_S3_LUSB.wav,4000,1,PCM_16,15.0,60000,-0.0286865234375,0.01641845703125,0.0286865234375,0.0022385431894238316,2.3701985677083333e-07,False,False,False,0,0
HS,M_S4_LUSB.wav,4000,1,PCM_16,15.0,60000,-0.030242919921875,0.025634765625,0.030242919921875,0.0036863693874584712,-2.863566080729167e-07,False,False,False,0,0
HS,M_T_LUSB.wav,4000,1,PCM_16,15.0,60000,-0.070709228515625,0.07379150390625,0.07379150390625,0.00837587579271684,-1.0274251302083333e-06,False,False,False,0,0
LS,F_CC_LLA.wav,4000,1,PCM_16,15.0,60000,-0.007781982421875,0.00726318359375,0.007781982421875,0.0008139779918015311,7.222493489583333e-08,False,False,False,0,0
LS,F_CC_LMA.wav,4000,1,PCM_16,15.0,60000,-0.022247314453125,0.030242919921875,0.030242919921875,0.0022510419878826295,-1.6743977864583334e-06,False,False,False,0,0
LS,F_CC_LUA.wav,4000,1,PCM_16,15.0,60000,-0.0201416015625,0.021026611328125,0.021026611328125,0.0015385798514006895,1.5055338541666666e-07,False,False,False,0,0
LS,F_CC_RLA.wav,4000,1,PCM_16,15.0,60000,-0.00384521484375,0.004180908203125,0.004180908203125,0.00043751087842200484,-8.900960286458334e-08,False,False,False,0,0
LS,F_CC_RMA.wav,4000,1,PCM_16,15.0,60000,-0.023406982421875,0.02532958984375,0.02532958984375,0.0032590378805480305,6.235758463541667e-07,False,False,False,0,0
LS,F_FC_LUA.wav,4000,1,PCM_16,15.0,60000,-0.045379638671875,0.036956787109375,0.045379638671875,0.003559227950067507,-3.0731201171875e-06,False,False,False,0,0
LS,F_FC_RLA.wav,4000,1,PCM_16,15.0,60000,-0.04254150390625,0.03179931640625,0.04254150390625,0.0033631897607256456,-1.7140706380208333e-07,False,False,False,0,0
LS,F_N_LLA.wav,4000,1,PCM_16,15.0,60000,-0.019744873046875,0.021270751953125,0.021270751953125,0.0021380769977886226,-2.3956298828125e-07,False,False,False,0,0
LS,F_N_LMA.wav,4000,1,PCM_16,15.0,60000,-0.03070068359375,0.029022216796875,0.03070068359375,0.006173333328216678,2.301025390625e-06,False,False,False,0,0
LS,F_N_LUA.wav,4000,1,PCM_16,15.0,60000,-0.02447509765625,0.022796630859375,0.02447509765625,0.004267176988256529,8.23974609375e-08,False,False,False,0,0
LS,F_N_RLA.wav,4000,1,PCM_16,15.0,60000,-0.0347900390625,0.0323486328125,0.0347900390625,0.0033554083694196,4.0028889973958335e-07,False,False,False,0,0
LS,F_N_RMA.wav,4000,1,PCM_16,15.0,60000,-0.07757568359375,0.06793212890625,0.07757568359375,0.00890500040291484,4.694620768229167e-07,False,False,False,0,0
LS,F_N_RUA.wav,4000,1,PCM_16,15.0,60000,-0.046295166015625,0.040069580078125,0.046295166015625,0.005874477402227994,1.2217203776041666e-06,False,False,False,0,0
LS,F_PR_LLA.wav,4000,1,PCM_16,15.0,60000,-0.013519287109375,0.01080322265625,0.013519287109375,0.0013636780553473906,4.6437581380208333e-07,False,False,False,0,0
LS,F_PR_LMA.wav,4000,1,PCM_16,15.0,60000,-0.02490234375,0.0269775390625,0.0269775390625,0.0029355612127571953,1.58233642578125e-06,False,False,False,0,0
LS,F_PR_LUA.wav,4000,1,PCM_16,15.0,60000,-0.02435302734375,0.023193359375,0.02435302734375,0.002559397710064602,-1.7547607421875e-07,False,False,False,0,0
LS,F_R_LMA.wav,4000,1,PCM_16,15.0,60000,-0.027069091796875,0.027923583984375,0.027923583984375,0.003512975341071318,1.2456258138020834e-06,False,False,False,0,0
LS,F_R_LUA.wav,4000,1,PCM_16,15.0,60000,-0.034393310546875,0.03466796875,0.03466796875,0.005712699082687525,-1.1881510416666667e-06,False,False,False,0,0
LS,F_R_RLA.wav,4000,1,PCM_16,15.0,60000,-0.004791259765625,0.005767822265625,0.005767822265625,0.0005638596270065032,-2.4261474609375e-07,False,False,False,0,0
LS,F_W_RUA.wav,4000,1,PCM_16,15.0,60000,-0.009765625,0.011474609375,0.011474609375,0.0015042493117206175,-1.6428629557291668e-07,False,False,False,0,0
LS,M_CC_LLA.wav,4000,1,PCM_16,15.0,60000,-0.009033203125,0.006256103515625,0.009033203125,0.0011648539315854776,-2.6448567708333332e-08,False,False,False,0,0
LS,M_CC_LMA.wav,4000,1,PCM_16,15.0,60000,-0.023895263671875,0.032623291015625,0.032623291015625,0.0031188213764859274,4.425048828125e-08,False,False,False,0,0
LS,M_CC_LUA.wav,4000,1,PCM_16,15.0,60000,-0.022705078125,0.02947998046875,0.02947998046875,0.003835939885479923,3.6824544270833333e-07,False,False,False,0,0
LS,M_CC_RLA.wav,4000,1,PCM_16,15.0,60000,-0.0164794921875,0.018157958984375,0.018157958984375,0.00117130614752684,-4.628499348958333e-08,False,False,False,0,0
LS,M_FC_LUA.wav,4000,1,PCM_16,15.0,60000,-0.03192138671875,0.0330810546875,0.0330810546875,0.0036499512668082324,6.266276041666667e-07,False,False,False,0,0
LS,M_FC_RLA.wav,4000,1,PCM_16,15.0,60000,-0.04827880859375,0.056304931640625,0.056304931640625,0.0026391694018460493,-3.6519368489583335e-07,False,False,False,0,0
LS,M_FC_RUA.wav,4000,1,PCM_16,15.0,60000,-0.00726318359375,0.008148193359375,0.008148193359375,0.0009927585496623571,-1.312255859375e-07,False,False,False,0,0
LS,M_N_LLA.wav,4000,1,PCM_16,15.0,60000,-0.0911865234375,0.111602783203125,0.111602783203125,0.009576499180040604,1.3397216796875e-06,False,False,False,0,0
LS,M_N_LMA.wav,4000,1,PCM_16,15.0,60000,-0.176788330078125,0.191375732421875,0.191375732421875,0.007593169869461912,-1.9287109375e-06,False,False,False,0,0
LS,M_N_LUA.wav,4000,1,PCM_16,15.0,60000,-0.038116455078125,0.03448486328125,0.038116455078125,0.005697220873131117,-9.9334716796875e-07,False,False,False,0,0
LS,M_N_RLA.wav,4000,1,PCM_16,15.0,60000,-0.009307861328125,0.009063720703125,0.009307861328125,0.0013959365050122514,-7.425944010416667e-08,False,False,False,0,0
LS,M_N_RMA.wav,4000,1,PCM_16,15.0,60000,-0.0118408203125,0.01251220703125,0.01251220703125,0.0015530064382463145,-2.9805501302083333e-07,False,False,False,0,0
LS,M_N_RUA.wav,4000,1,PCM_16,15.0,60000,-0.0289306640625,0.033447265625,0.033447265625,0.005488136987894351,-6.2408447265625e-07,False,False,False,0,0
LS,M_PR_LLA.wav,4000,1,PCM_16,15.0,60000,-0.007080078125,0.005950927734375,0.007080078125,0.0007883955198934967,1.2257893880208333e-07,False,False,False,0,0
LS,M_PR_LMA.wav,4000,1,PCM_16,15.0,60000,-0.00665283203125,0.00799560546875,0.00799560546875,0.0008903480972135352,-8.23974609375e-08,False,False,False,0,0
LS,M_PR_LUA.wav,4000,1,PCM_16,15.0,60000,-0.029754638671875,0.031890869140625,0.031890869140625,0.004115382450905575,7.700602213541667e-07,False,False,False,0,0
LS,M_PR_RLA.wav,4000,1,PCM_16,15.0,60000,-0.02978515625,0.033233642578125,0.033233642578125,0.0033777872292456816,3.248087565104167e-06,False,False,False,0,0
LS,M_PR_RMA.wav,4000,1,PCM_16,15.0,60000,-0.0194091796875,0.0233154296875,0.0233154296875,0.0032896698955683173,-9.114583333333333e-07,False,False,False,0,0
LS,M_PR_RUA.wav,4000,1,PCM_16,15.0,60000,-0.03228759765625,0.03448486328125,0.03448486328125,0.002519315308673877,-1.0172526041666667e-09,False,False,False,0,0
LS,M_R_LLA.wav,4000,1,PCM_16,15.0,60000,-0.013214111328125,0.015625,0.015625,0.0021763013143132194,-7.227579752604167e-07,False,False,False,0,0
LS,M_R_LMA.wav,4000,1,PCM_16,15.0,60000,-0.03521728515625,0.034210205078125,0.03521728515625,0.004831895669198137,-2.3091634114583334e-07,False,False,False,0,0
LS,M_R_LUA.wav,4000,1,PCM_16,15.0,60000,-0.019287109375,0.020477294921875,0.020477294921875,0.001217531904257693,-2.1464029947916666e-07,False,False,False,0,0
LS,M_R_RLA.wav,4000,1,PCM_16,15.0,60000,-0.0032958984375,0.004119873046875,0.004119873046875,0.0004577848641470363,5.79833984375e-08,False,False,False,0,0
LS,M_R_RUA.wav,4000,1,PCM_16,15.0,60000,-0.010101318359375,0.008819580078125,0.010101318359375,0.0012583172096045474,8.977254231770834e-07,False,False,False,0,0
LS,M_W_LLA.wav,4000,1,PCM_16,15.0,60000,-0.01171875,0.011322021484375,0.01171875,0.002403729215018136,1.2624104817708334e-06,False,False,False,0,0
LS,M_W_LMA.wav,4000,1,PCM_16,15.0,60000,-0.155853271484375,0.191680908203125,0.191680908203125,0.008967453552314207,2.34222412109375e-06,False,False,False,0,0
LS,M_W_LUA.wav,4000,1,PCM_16,15.0,60000,-0.021820068359375,0.023345947265625,0.023345947265625,0.004368182334716705,1.220703125e-07,False,False,False,0,0
LS,M_W_RLA.wav,4000,1,PCM_16,15.0,60000,-0.039093017578125,0.046661376953125,0.046661376953125,0.005890196743294346,9.511311848958333e-08,False,False,False,0,0
LS,M_W_RMA.wav,4000,1,PCM_16,15.0,60000,-0.014678955078125,0.014984130859375,0.014984130859375,0.002591980003344777,-6.556193033854167e-07,False,False,False,0,0
LS,M_W_RUA.wav,4000,1,PCM_16,15.0,60000,-0.01385498046875,0.01806640625,0.01806640625,0.00248141852853175,9.058634440104166e-07,False,False,False,0,0
Mix-H,H0001.wav,4000,1,PCM_16,15.0,60000,-0.0311279296875,0.024627685546875,0.0311279296875,0.002685371242906746,1.7598470052083333e-07,False,False,False,0,0
Mix-H,H0002.wav,4000,1,PCM_16,15.0,60000,-0.03955078125,0.044586181640625,0.044586181640625,0.00414136435772329,4.231770833333333e-07,False,False,False,0,0
Mix-H,H0003.wav,4000,1,PCM_16,15.0,60000,-0.100311279296875,0.09161376953125,0.100311279296875,0.00476093049777342,1.3910929361979166e-06,False,False,False,0,0
Mix-H,H0004.wav,4000,1,PCM_16,15.0,60000,-0.019012451171875,0.03875732421875,0.03875732421875,0.0035601798553003727,5.711873372395833e-07,False,False,False,0,0
Mix-H,H0005.wav,4000,1,PCM_16,15.0,60000,-0.083160400390625,0.094879150390625,0.094879150390625,0.009741527184154778,1.7679850260416668e-06,False,False,False,0,0
Mix-H,H0006.wav,4000,1,PCM_16,15.0,60000,-0.008209228515625,0.008026123046875,0.008209228515625,0.0006572018727827329,1.1342366536458334e-07,False,False,False,0,0
Mix-H,H0007.wav,4000,1,PCM_16,15.0,60000,-0.01751708984375,0.013153076171875,0.01751708984375,0.0020803075948889653,-1.2385050455729166e-06,False,False,False,0,0
Mix-H,H0008.wav,4000,1,PCM_16,15.0,60000,-0.015533447265625,0.015045166015625,0.015533447265625,0.0017992002103736256,5.594889322916667e-07,False,False,False,0,0
Mix-H,H0009.wav,4000,1,PCM_16,15.0,60000,-0.00347900390625,0.0050048828125,0.0050048828125,0.0005289534883661008,5.849202473958333e-08,False,False,False,0,0
Mix-H,H0010.wav,4000,1,PCM_16,15.0,60000,-0.082550048828125,0.09722900390625,0.09722900390625,0.0062959418608671555,-5.559285481770833e-07,False,False,False,0,0
Mix-H,H0011.wav,4000,1,PCM_16,15.0,60000,-0.01409912109375,0.006011962890625,0.01409912109375,0.0005608812474625915,-1.3682047526041666e-07,False,False,False,0,0
Mix-H,H0012.wav,4000,1,PCM_16,15.0,60000,-0.077972412109375,0.114532470703125,0.114532470703125,0.002617800433826959,1.1133829752604167e-06,False,False,False,0,0
Mix-H,H0013.wav,4000,1,PCM_16,15.0,60000,-0.009002685546875,0.0093994140625,0.0093994140625,0.0008752720809300414,5.086263020833334e-10,False,False,False,0,0
Mix-H,H0014.wav,4000,1,PCM_16,15.0,60000,-0.0250244140625,0.03289794921875,0.03289794921875,0.004095781727641288,2.76031494140625e-06,False,False,False,0,0
Mix-H,H0015.wav,4000,1,PCM_16,15.0,60000,-0.0250244140625,0.03289794921875,0.03289794921875,0.004095781727641288,2.76031494140625e-06,False,False,False,0,0
Mix-H,H0016.wav,4000,1,PCM_16,15.0,60000,-0.013580322265625,0.013397216796875,0.013580322265625,0.0019214819868770493,-2.604166666666667e-07,False,False,False,0,0
Mix-H,H0017.wav,4000,1,PCM_16,15.0,60000,-0.008209228515625,0.008026123046875,0.008209228515625,0.0006572018727827329,1.1342366536458334e-07,False,False,False,0,0
Mix-H,H0018.wav,4000,1,PCM_16,15.0,60000,-0.021331787109375,0.01727294921875,0.021331787109375,0.0018266332055532023,-1.6123453776041667e-07,False,False,False,0,0
Mix-H,H0019.wav,4000,1,PCM_16,15.0,60000,-0.019500732421875,0.021148681640625,0.021148681640625,0.002847057743279852,-6.108601888020833e-07,False,False,False,0,0
Mix-H,H0020.wav,4000,1,PCM_16,15.0,60000,-0.0078125,0.0087890625,0.0087890625,0.0004613484380041527,1.5055338541666666e-07,False,False,False,0,0
Mix-H,H0021.wav,4000,1,PCM_16,15.0,60000,-0.0311279296875,0.024627685546875,0.0311279296875,0.002685371242906746,1.7598470052083333e-07,False,False,False,0,0
Mix-H,H0022.wav,4000,1,PCM_16,15.0,60000,-0.056365966796875,0.054595947265625,0.056365966796875,0.005904639799711142,1.7954508463541667e-07,False,False,False,0,0
Mix-H,H0023.wav,4000,1,PCM_16,15.0,60000,-0.014984130859375,0.01849365234375,0.01849365234375,0.0023930773798035787,-1.6326904296875e-07,False,False,False,0,0
Mix-H,H0024.wav,4000,1,PCM_16,15.0,60000,-0.030242919921875,0.025634765625,0.030242919921875,0.0036863693874584712,-2.863566080729167e-07,False,False,False,0,0
Mix-H,H0025.wav,4000,1,PCM_16,15.0,60000,-0.009002685546875,0.0093994140625,0.0093994140625,0.0008752720809300414,5.086263020833334e-10,False,False,False,0,0
Mix-H,H0026.wav,4000,1,PCM_16,15.0,60000,-0.02490234375,0.04522705078125,0.04522705078125,0.003498268474433734,8.392333984375e-08,False,False,False,0,0
Mix-H,H0027.wav,4000,1,PCM_16,15.0,60000,-0.1768798828125,0.15216064453125,0.1768798828125,0.008592787540610783,1.7425537109375e-06,False,False,False,0,0
Mix-H,H0028.wav,4000,1,PCM_16,15.0,60000,-0.07989501953125,0.079681396484375,0.07989501953125,0.003832672029515736,-6.8817138671875e-07,False,False,False,0,0
Mix-H,H0029.wav,4000,1,PCM_16,15.0,60000,-0.014984130859375,0.01849365234375,0.01849365234375,0.0023930773798035787,-1.6326904296875e-07,False,False,False,0,0
Mix-H,H0030.wav,4000,1,PCM_16,15.0,60000,-0.00396728515625,0.00390625,0.00396728515625,0.0004981733142948168,-1.0630289713541667e-07,False,False,False,0,0
Mix-H,H0031.wav,4000,1,PCM_16,15.0,60000,-0.017059326171875,0.016265869140625,0.017059326171875,0.002364092709205854,3.2297770182291667e-07,False,False,False,0,0
Mix-H,H0032.wav,4000,1,PCM_16,15.0,60000,-0.019500732421875,0.021148681640625,0.021148681640625,0.002847057743279852,-6.108601888020833e-07,False,False,False,0,0
Mix-H,H0033.wav,4000,1,PCM_16,15.0,60000,-0.077239990234375,0.0814208984375,0.0814208984375,0.0045123949841144794,-1.4597574869791666e-07,False,False,False,0,0
